week,n,ma2,disaster_which
2017-11-19T00:00:00Z,57,62.5,NO NATURAL DISASTER
2017-11-26T00:00:00Z,50,53.5,NO NATURAL DISASTER
2017-12-03T00:00:00Z,47,48.5,NO NATURAL DISASTER
2017-12-10T00:00:00Z,54,50.5,NO NATURAL DISASTER
2017-12-17T00:00:00Z,56,55,NO NATURAL DISASTER
2017-12-24T00:00:00Z,61,58.5,NO NATURAL DISASTER
2017-12-31T00:00:00Z,58,59.5,NO NATURAL DISASTER
2018-01-07T00:00:00Z,59,58.5,NO NATURAL DISASTER
2018-01-14T00:00:00Z,66,62.5,NO NATURAL DISASTER
2018-01-21T00:00:00Z,47,56.5,NO NATURAL DISASTER
2018-01-28T00:00:00Z,58,52.5,NO NATURAL DISASTER
2018-02-04T00:00:00Z,53,55.5,NO NATURAL DISASTER
2018-02-11T00:00:00Z,78,65.5,NO NATURAL DISASTER
2018-02-18T00:00:00Z,57,67.5,NO NATURAL DISASTER
2018-02-25T00:00:00Z,63,60,NO NATURAL DISASTER
2018-03-04T00:00:00Z,56,59.5,NO NATURAL DISASTER
2018-03-11T00:00:00Z,48,52,NO NATURAL DISASTER
2018-03-18T00:00:00Z,66,57,NO NATURAL DISASTER
2018-03-25T00:00:00Z,62,64,NO NATURAL DISASTER
2018-04-01T00:00:00Z,68,65,NO NATURAL DISASTER
2018-04-08T00:00:00Z,71,69.5,NO NATURAL DISASTER
2018-04-15T00:00:00Z,59,65,NO NATURAL DISASTER
2018-04-22T00:00:00Z,74,66.5,NO NATURAL DISASTER
2018-04-29T00:00:00Z,56,65,NO NATURAL DISASTER
2018-05-06T00:00:00Z,63,59.5,NO NATURAL DISASTER
2018-05-13T00:00:00Z,76,69.5,NO NATURAL DISASTER
2018-05-20T00:00:00Z,66,71,NO NATURAL DISASTER
2018-05-27T00:00:00Z,55,60.5,NO NATURAL DISASTER
2018-06-03T00:00:00Z,57,56,NO NATURAL DISASTER
2018-06-10T00:00:00Z,44,50.5,NO NATURAL DISASTER
2018-06-17T00:00:00Z,67,55.5,NO NATURAL DISASTER
2018-06-24T00:00:00Z,49,58,NO NATURAL DISASTER
2018-07-01T00:00:00Z,63,56,NO NATURAL DISASTER
2018-07-08T00:00:00Z,60,61.5,NO NATURAL DISASTER
2018-07-15T00:00:00Z,58,59,NO NATURAL DISASTER
2018-07-22T00:00:00Z,61,59.5,NO NATURAL DISASTER
