week,n,ma2,disaster_which
2020-01-26T00:00:00Z,31,30.5,NO NATURAL DISASTER
2020-02-02T00:00:00Z,40,35.5,NO NATURAL DISASTER
2020-02-09T00:00:00Z,39,39.5,NO NATURAL DISASTER
2020-02-16T00:00:00Z,41,40,NO NATURAL DISASTER
2020-02-23T00:00:00Z,50,45.5,NO NATURAL DISASTER
2020-03-01T00:00:00Z,49,49.5,NO NATURAL DISASTER
2020-03-08T00:00:00Z,49,49,NO NATURAL DISASTER
2020-03-15T00:00:00Z,53,51,NO NATURAL DISASTER
2020-03-22T00:00:00Z,35,44,NO NATURAL DISASTER
2020-03-29T00:00:00Z,60,47.5,NO NATURAL DISASTER
2020-04-05T00:00:00Z,46,53,NO NATURAL DISASTER
2020-04-12T00:00:00Z,67,56.5,NO NATURAL DISASTER
2020-04-19T00:00:00Z,55,61,NO NATURAL DISASTER
2020-04-26T00:00:00Z,70,62.5,NO NATURAL DISASTER
2020-05-03T00:00:00Z,53,61.5,NO NATURAL DISASTER
2020-05-10T00:00:00Z,70,61.5,NO NATURAL DISASTER
2020-05-17T00:00:00Z,53,61.5,NO NATURAL DISASTER
2020-05-24T00:00:00Z,61,57,NO NATURAL DISASTER
2020-05-31T00:00:00Z,54,57.5,NO NATURAL DISASTER
2020-06-07T00:00:00Z,56,55,NO NATURAL DISASTER
2020-06-14T00:00:00Z,51,53.5,NO NATURAL DISASTER
2020-06-21T00:00:00Z,47,49,NO NATURAL DISASTER
2020-06-28T00:00:00Z,49,48,NO NATURAL DISASTER
2020-07-05T00:00:00Z,33,41,NO NATURAL DISASTER
2020-07-12T00:00:00Z,51,42,NO NATURAL DISASTER
2020-07-19T00:00:00Z,47,49,NO NATURAL DISASTER
2020-07-26T00:00:00Z,55,51,NO NATURAL DISASTER
2020-08-02T00:00:00Z,69,62,NO NATURAL DISASTER
2020-08-09T00:00:00Z,52,60.5,NO NATURAL DISASTER
2020-08-16T00:00:00Z,61,56.5,NO NATURAL DISASTER
2020-08-23T00:00:00Z,69,65,HURRICANE LAURA
2020-08-30T00:00:00Z,56,62.5,NO NATURAL DISASTER
2020-09-06T00:00:00Z,45,50.5,NO NATURAL DISASTER
2020-09-13T00:00:00Z,70,57.5,NO NATURAL DISASTER
2020-09-20T00:00:00Z,69,69.5,NO NATURAL DISASTER
2020-09-27T00:00:00Z,75,72,NO NATURAL DISASTER
2020-10-04T00:00:00Z,55,65,NO NATURAL DISASTER
2020-10-11T00:00:00Z,63,59,NO NATURAL DISASTER
2020-10-18T00:00:00Z,69,66,NO NATURAL DISASTER
2020-10-25T00:00:00Z,51,60,NO NATURAL DISASTER
2020-11-01T00:00:00Z,67,59,NO NATURAL DISASTER
2020-11-08T00:00:00Z,59,63,NO NATURAL DISASTER
2020-11-15T00:00:00Z,39,49,NO NATURAL DISASTER
2020-11-22T00:00:00Z,63,51,NO NATURAL DISASTER
2020-11-29T00:00:00Z,42,52.5,NO NATURAL DISASTER
2020-12-06T00:00:00Z,64,53,NO NATURAL DISASTER
2020-12-13T00:00:00Z,54,59,NO NATURAL DISASTER
2020-12-20T00:00:00Z,51,52.5,NO NATURAL DISASTER
2020-12-27T00:00:00Z,49,50,NO NATURAL DISASTER
2021-01-03T00:00:00Z,38,43.5,NO NATURAL DISASTER
2021-01-10T00:00:00Z,49,43.5,NO NATURAL DISASTER
2021-01-17T00:00:00Z,49,49,NO NATURAL DISASTER
2021-01-24T00:00:00Z,50,49.5,NO NATURAL DISASTER
2021-01-31T00:00:00Z,56,53,NO NATURAL DISASTER
2021-02-07T00:00:00Z,57,56.5,NO NATURAL DISASTER
2021-02-14T00:00:00Z,68,62.5,NO NATURAL DISASTER
2021-02-21T00:00:00Z,57,62.5,NO NATURAL DISASTER
2021-02-28T00:00:00Z,56,56.5,NO NATURAL DISASTER
2021-03-07T00:00:00Z,46,51,NO NATURAL DISASTER
2021-03-14T00:00:00Z,72,59,NO NATURAL DISASTER
2021-03-21T00:00:00Z,55,63.5,NO NATURAL DISASTER
2021-03-28T00:00:00Z,64,59.5,NO NATURAL DISASTER
2021-04-04T00:00:00Z,64,64,NO NATURAL DISASTER
2021-04-11T00:00:00Z,60,62,NO NATURAL DISASTER
2021-04-18T00:00:00Z,59,59.5,NO NATURAL DISASTER
2021-04-25T00:00:00Z,55,57,NO NATURAL DISASTER
2021-05-02T00:00:00Z,57,56,NO NATURAL DISASTER
2021-05-09T00:00:00Z,47,52,NO NATURAL DISASTER
2021-05-16T00:00:00Z,68,57.5,NO NATURAL DISASTER
2021-05-23T00:00:00Z,61,64.5,NO NATURAL DISASTER
2021-05-30T00:00:00Z,67,64,NO NATURAL DISASTER
2021-06-06T00:00:00Z,67,67,NO NATURAL DISASTER
2021-06-13T00:00:00Z,64,65.5,NO NATURAL DISASTER
2021-06-20T00:00:00Z,64,64,NO NATURAL DISASTER
2021-06-27T00:00:00Z,73,68.5,NO NATURAL DISASTER
2021-07-04T00:00:00Z,67,70,NO NATURAL DISASTER
2021-07-11T00:00:00Z,85,76,NO NATURAL DISASTER
2021-07-18T00:00:00Z,78,81.5,NO NATURAL DISASTER
2021-07-25T00:00:00Z,60,69,NO NATURAL DISASTER
2021-08-01T00:00:00Z,61,60.5,NO NATURAL DISASTER
2021-08-08T00:00:00Z,46,53.5,NO NATURAL DISASTER
2021-08-15T00:00:00Z,69,57.5,NO NATURAL DISASTER
2021-08-22T00:00:00Z,60,64.5,NO NATURAL DISASTER
2021-08-29T00:00:00Z,31,45.5,HURRICANE IDA
2021-09-05T00:00:00Z,53,42,NO NATURAL DISASTER
2021-09-12T00:00:00Z,58,55.5,NO NATURAL DISASTER
2021-09-19T00:00:00Z,51,54.5,NO NATURAL DISASTER
2021-09-26T00:00:00Z,56,53.5,NO NATURAL DISASTER
2021-10-03T00:00:00Z,66,61,NO NATURAL DISASTER
2021-10-10T00:00:00Z,61,63.5,NO NATURAL DISASTER
2021-10-17T00:00:00Z,61,61,NO NATURAL DISASTER
2021-10-24T00:00:00Z,85,73,NO NATURAL DISASTER
2021-10-31T00:00:00Z,66,75.5,NO NATURAL DISASTER
2021-11-07T00:00:00Z,52,59,NO NATURAL DISASTER
2021-11-14T00:00:00Z,59,55.5,NO NATURAL DISASTER
2021-11-21T00:00:00Z,54,56.5,NO NATURAL DISASTER
2021-11-28T00:00:00Z,72,63,NO NATURAL DISASTER
2021-12-05T00:00:00Z,63,67.5,NO NATURAL DISASTER
2021-12-12T00:00:00Z,45,54,NO NATURAL DISASTER
2021-12-19T00:00:00Z,44,44.5,NO NATURAL DISASTER
2021-12-26T00:00:00Z,21,32.5,NO NATURAL DISASTER
2022-01-02T00:00:00Z,51,36,NO NATURAL DISASTER
2022-01-09T00:00:00Z,59,55,NO NATURAL DISASTER
2022-01-16T00:00:00Z,47,53,NO NATURAL DISASTER
2022-01-23T00:00:00Z,43,45,NO NATURAL DISASTER
2022-01-30T00:00:00Z,66,54.5,NO NATURAL DISASTER
2022-02-06T00:00:00Z,54,60,NO NATURAL DISASTER
2022-02-13T00:00:00Z,42,48,NO NATURAL DISASTER
2022-02-20T00:00:00Z,62,52,NO NATURAL DISASTER
2022-02-27T00:00:00Z,59,60.5,NO NATURAL DISASTER
2022-03-06T00:00:00Z,54,56.5,NO NATURAL DISASTER
2022-03-13T00:00:00Z,54,54,NO NATURAL DISASTER
2022-03-20T00:00:00Z,62,58,NO NATURAL DISASTER
2022-03-27T00:00:00Z,43,52.5,NO NATURAL DISASTER
2022-04-03T00:00:00Z,53,48,NO NATURAL DISASTER
2022-04-10T00:00:00Z,52,52.5,NO NATURAL DISASTER
2022-04-17T00:00:00Z,49,50.5,NO NATURAL DISASTER
2022-04-24T00:00:00Z,44,46.5,NO NATURAL DISASTER
2022-05-01T00:00:00Z,47,45.5,NO NATURAL DISASTER
2022-05-08T00:00:00Z,43,45,NO NATURAL DISASTER
2022-05-15T00:00:00Z,42,42.5,NO NATURAL DISASTER
2022-05-22T00:00:00Z,29,35.5,NO NATURAL DISASTER
2022-05-29T00:00:00Z,72,50.5,NO NATURAL DISASTER
2022-06-05T00:00:00Z,40,56,NO NATURAL DISASTER
2022-06-12T00:00:00Z,51,45.5,NO NATURAL DISASTER
2022-06-19T00:00:00Z,65,58,NO NATURAL DISASTER
2022-06-26T00:00:00Z,35,50,NO NATURAL DISASTER
2022-07-03T00:00:00Z,33,34,NO NATURAL DISASTER
2022-07-10T00:00:00Z,44,38.5,NO NATURAL DISASTER
2022-07-17T00:00:00Z,47,45.5,NO NATURAL DISASTER
2022-07-24T00:00:00Z,58,52.5,NO NATURAL DISASTER
2022-07-31T00:00:00Z,41,49.5,NO NATURAL DISASTER
2022-08-07T00:00:00Z,42,41.5,NO NATURAL DISASTER
2022-08-14T00:00:00Z,54,48,NO NATURAL DISASTER
2022-08-21T00:00:00Z,36,45,NO NATURAL DISASTER
2022-08-28T00:00:00Z,58,47,NO NATURAL DISASTER
2022-09-04T00:00:00Z,35,46.5,NO NATURAL DISASTER
2022-09-11T00:00:00Z,41,38,NO NATURAL DISASTER
2022-09-18T00:00:00Z,31,36,NO NATURAL DISASTER
2022-09-25T00:00:00Z,48,39.5,NO NATURAL DISASTER
2022-10-02T00:00:00Z,45,46.5,NO NATURAL DISASTER
2022-10-09T00:00:00Z,37,41,NO NATURAL DISASTER
2022-10-16T00:00:00Z,33,35,NO NATURAL DISASTER
2022-10-23T00:00:00Z,48,40.5,NO NATURAL DISASTER
2022-10-30T00:00:00Z,63,55.5,NO NATURAL DISASTER
2022-11-06T00:00:00Z,55,59,NO NATURAL DISASTER
2022-11-13T00:00:00Z,47,51,NO NATURAL DISASTER
2022-11-20T00:00:00Z,48,47.5,NO NATURAL DISASTER
2022-11-27T00:00:00Z,32,40,NO NATURAL DISASTER
2022-12-04T00:00:00Z,38,35,NO NATURAL DISASTER
2022-12-11T00:00:00Z,30,34,NO NATURAL DISASTER
2022-12-18T00:00:00Z,20,25,NO NATURAL DISASTER
2022-12-25T00:00:00Z,7,13.5,NO NATURAL DISASTER
